timestamp_ms,accX,accY,accZ,gyroX,gyroY,gyroZ,label
5192,0.0411,-0.4293,0.9972,-3.3281,-1.1172,-0.1465,other
5215,0.0409,-0.4318,1.0007,-3.3379,-0.9902,-0.1172,other
5238,0.0392,-0.4336,1.0027,-3.3613,-0.8848,-0.1055,other
5261,0.0402,-0.4331,0.9982,-3.3789,-0.8652,-0.1191,other
5284,0.0397,-0.4308,0.9991,-3.4082,-0.9063,-0.1562,other
5307,0.0399,-0.4291,0.9995,-3.4277,-1.4727,-0.2129,other
5330,0.0394,-0.4297,0.9989,-3.4531,-1.1211,-0.2559,other
5353,0.0397,-0.4333,1.0005,-3.4727,-1.3027,-0.3203,other
5376,0.0394,-0.4344,0.9994,-3.4844,-1.4258,-0.3555,other
5399,0.0396,-0.4331,0.9999,-3.498,-1.5859,-0.3965,other
5422,0.0396,-0.4324,1.0015,-3.5039,-1.666,-0.4102,other
5445,0.0396,-0.4302,0.9996,-3.5098,-1.7363,-0.4141,other
5468,0.0396,-0.4307,0.9983,-3.5059,-1.7637,-0.4043,other
5491,0.0396,-0.4321,0.9991,-3.4961,-1.7715,-0.3965,other
5514,0.0396,-0.4338,0.9977,-3.4707,-1.7773,-0.3848,other
5537,0.0396,-0.4329,1.0004,-3.4434,-1.7676,-0.375,other
5560,0.0396,-0.4309,1.0001,-3.3906,-1.7246,-0.3555,other
5583,0.0396,-0.4297,0.9996,-3.332,-1.6465,-0.3242,other
5606,0.0396,-0.4299,1.0009,-3.293,-1.584,-0.3027,other
5629,0.0396,-0.4313,0.9998,-3.2422,-1.5,-0.2715,other
5652,0.0396,-0.4316,0.9995,-3.2227,-1.4609,-0.2578,other
5675,0.0396,-0.432,1.0001,-3.2207,-1.4473,-0.248,other
5698,0.0396,-0.4304,1.0015,-3.2363,-1.4883,-0.25,other
5721,0.0396,-0.4292,0.9994,-3.2812,-1.5371,-0.2598,other
5744,0.0396,-0.4297,0.9991,-3.3379,-1.6309,-0.2793,other
5767,0.0415,-0.4318,0.9971,-3.377,-1.6973,-0.2949,other
5790,0.0398,-0.4332,1.0004,-3.4297,-1.7988,-0.3223,other
5813,0.0396,-0.4319,0.9987,-3.457,-1.8516,-0.3398,other
5836,0.0396,-0.4297,0.9984,-3.4746,-1.8652,-0.3516,other
5859,0.0396,-0.4288,0.999,-3.4707,-1.7754,-0.3359,other
5882,0.0396,-0.4298,1.0007,-3.457,-1.666,-0.3105,other
5905,0.0396,-0.431,0.9999,-3.4258,-1.4492,-0.2559,other
5928,0.0396,-0.432,0.9984,-3.4043,-1.2891,-0.2129,other
5951,0.0394,-0.4315,0.9996,-3.375,-1.0586,-0.1543,other
5974,0.0396,-0.4316,1.0016,-3.3516,-0.8672,-0.1113,other
5997,0.0396,-0.4297,0.9985,-3.3398,-0.7754,-0.0918,other
6020,0.0396,-0.4308,1.0006,-3.3262,-0.7012,-0.084,other
6043,0.0396,-0.431,0.9978,-3.3223,-0.6953,-0.0918,other
6066,0.0396,-0.4326,0.9995,-3.3184,-0.7344,-0.1152,other
6089,0.0396,-0.4307,0.9993,-3.3145,-0.8105,-0.1484,other
6112,0.0394,-0.4296,1.0012,-3.3105,-0.8633,-0.1699,other
6135,0.0396,-0.4296,1.0015,-3.2969,-0.9258,-0.1953,other
6158,0.0394,-0.4291,1.0009,-3.2852,-0.9492,-0.2031,other
6181,0.0396,-0.4304,1.0007,-3.2637,-0.9551,-0.2051,other
6204,0.0396,-0.4309,1.0005,-3.248,-0.9492,-0.2031,other
6227,0.0396,-0.4301,0.9999,-3.2324,-0.9414,-0.1973,other
6250,0.0396,-0.4283,1.0012,-3.2285,-0.9609,-0.1953,other
6273,0.0396,-0.4293,1.0,-3.2324,-1.0,-0.1992,other
6296,0.0396,-0.4303,1.0009,-3.25,-1.0996,-0.2148,other
6319,0.0396,-0.4314,1.0009,-3.2676,-1.1914,-0.2324,other
6342,0.0396,-0.4302,1.0,-3.2969,-1.3457,-0.2637,other
6365,0.0396,-0.4288,1.0009,-3.3301,-1.5117,-0.3008,other
6388,0.0396,-0.4283,1.0005,-3.3535,-1.623,-0.3262,other
6411,0.0396,-0.4288,1.0011,-3.3828,-1.7773,-0.3652,other
6434,0.0396,-0.4302,0.9991,-3.3965,-1.8633,-0.3906,other
6457,0.0396,-0.4302,1.0026,-3.4121,-1.9688,-0.4199,other
6480,0.0396,-0.4303,0.9989,-3.418,-2.0469,-0.4434,other
6503,0.0396,-0.4292,1.0001,-3.4199,-2.0879,-0.4551,other
6526,0.0396,-0.4297,0.9994,-3.4199,-2.123,-0.4629,other
6549,0.0396,-0.4294,1.0007,-3.418,-2.125,-0.4609,other
6572,0.0396,-0.4302,0.9977,-3.4141,-2.0937,-0.4492,other
6595,0.0396,-0.4307,0.9987,-3.4121,-2.0566,-0.4316,other
6618,0.0396,-0.4305,0.9688,-3.4043,-1.9824,-0.4141,other
6641,0.0396,-0.4305,1.0006,-3.3965,-1.8867,-0.3809,other
6664,0.0396,-0.4293,1.0009,-3.3906,-1.8184,-0.3516,other
6687,0.0396,-0.4303,0.9978,-3.3789,-1.7148,-0.3066,other
